StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Phone ownership,Phone ownership_4_TEXT,phone cost_1,State of phone,State of phone_5_TEXT,Brand of phone,Brand of phone_4_TEXT,Attachments_1,Attachments_2,Attachments_3,Attachments_4,control - q_1,control - why,control - why_4_TEXT,env - q_1,env - why?,env - why?_4_TEXT,gov - q_1,gov - why,gov - why_4_TEXT,Gender,Gender_4_TEXT,Age,Ethnicity,Education,Education_8_TEXT,Employment status,Income,Family size
2022-02-21 04:23:05,2022-02-21 04:28:05,IP Address,92.184.102.133,100,299,True,2022-02-21 04:28:06,R_sbAMi73H5gutkid,,,,,48.8582000732421875,2.3386993408203125,anonymous,EN,Yes,"Other, please specify","Supplied by employer ",0,Brand New,,Apple (iPhone),,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,100,,,,,,,,,Male,,35 - 44,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£60,000 to £69,999",1
2022-02-21 04:26:22,2022-02-21 04:36:39,IP Address,147.12.251.195,100,616,True,2022-02-21 04:36:39,R_11iQCpAVpMHhBWq,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN,Yes,Bought outright,,80,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Apple (iPhone),,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,44,,,Female,,25 - 34,White: Any other White background,Master's degree,,In full-time employment,"£40,000 to £49,999",None
2022-02-21 04:49:24,2022-02-21 04:49:34,IP Address,92.28.115.166,100,9,True,2022-02-21 04:49:34,R_e4FB2NUJW42qypb,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 05:19:29,2022-02-21 05:22:40,IP Address,109.154.109.56,100,190,True,2022-02-21 05:22:40,R_1ieApE1TvUYZzKk,,,,,51.45599365234375,-0.06109619140625,anonymous,EN,Yes,Bought outright,,270,"Secondhand - Third-party Retailer Refurbished (eg. CEX, BackMarket, GiffGaff)",,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,,,,100,,,,,,Female,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In part-time employment,"£40,000 to £49,999",2
2022-02-21 05:21:55,2022-02-21 05:25:34,IP Address,14.198.125.93,100,219,True,2022-02-21 05:25:34,R_bfMGw5KjjZabXQ5,,,,,22.290802001953125,114.15008544921875,anonymous,EN,Yes,Bought outright,,665,Brand New,,"Other, please specify",Sony,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,155,,,Female,,25 - 34,Asian / Asian British: Chinese,Master's degree,,In full-time employment,"£150,000 or more",2
2022-02-21 05:34:06,2022-02-21 05:37:08,IP Address,86.188.25.243,100,181,True,2022-02-21 05:37:08,R_1CyjQVJ0NwMvH09,,,,,51.54150390625,-0.0601043701171875,anonymous,EN,Yes,Bought on contract - fully paid,,650,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,100,,,,,,,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£60,000 to £69,999",None
2022-02-21 05:36:39,2022-02-21 05:41:54,IP Address,152.37.95.26,100,314,True,2022-02-21 05:41:54,R_2QPPbJ3Tz5IKzok,,,,,51.5016021728515625,-0.014892578125,anonymous,EN,Yes,"Other, please specify",Second hand - old phone of a friend,0,"Other, please specify",I did not purchase my phone,Apple (iPhone),,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,,,201,,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-21 05:46:58,2022-02-21 05:50:24,IP Address,109.150.64.206,100,205,True,2022-02-21 05:50:24,R_3rMSv730NWg3Sir,,,,,51.26080322265625,-0.5543060302734375,anonymous,EN,Yes,Bought outright,,701,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,60,,,,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-21 06:09:05,2022-02-21 06:14:56,IP Address,31.125.98.168,100,351,True,2022-02-21 06:14:56,R_3kv77LChbBB1tqY,,,,,51.7646026611328125,-0.5709075927734375,anonymous,EN,Yes,"Other, please specify",Through work,498,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,0,It should be the producer's responsibility to pay,,Male,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£150,000 or more",3
2022-02-21 06:45:44,2022-02-21 06:48:05,IP Address,185.108.105.136,100,141,True,2022-02-21 06:48:05,R_24AEmgnY77fzeY1,,,,,55.830596923828125,-4.2592926025390625,anonymous,EN,Yes,Bought outright,,101,Secondhand - Private Seller (eg. ebay),,"Other, please specify","Huawei ",Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,40,,,,,,,,,Male,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-21 06:51:35,2022-02-21 06:58:40,IP Address,46.208.227.20,100,425,True,2022-02-21 06:58:40,R_BV1LBrnrRtaZ9mx,,,,,51.5016021728515625,-0.014892578125,anonymous,EN,Yes,Bought outright,,491,Brand New,,Apple (iPhone),,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,,,,,,,45,,,Male,,25 - 34,White: Any other White background,Master's degree,,In full-time employment,"£50,000 to £59,999",None
2022-02-21 06:58:51,2022-02-21 07:02:10,IP Address,145.8.180.221,100,198,True,2022-02-21 07:02:10,R_ywoAkBC1nu59COR,,,,,52.4835968017578125,4.685394287109375,anonymous,EN,Yes,Bought outright,,180,Brand New,,"Other, please specify",honor 7x,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,75,,,,,,,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time employment,"£10,000 to £19,999",None
2022-02-21 07:17:22,2022-02-21 07:20:54,IP Address,95.145.145.94,100,212,True,2022-02-21 07:20:54,R_1ruGsdQS3JjvlYR,,,,,50.809906005859375,-1.97869873046875,anonymous,EN,Yes,Bought outright,,243,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,,,304,,,,,,Female,,75 - 84,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In part-time employment,"£20,000 to £29,999",1
2022-02-21 07:19:58,2022-02-21 07:24:30,IP Address,93.108.241.222,100,271,True,2022-02-21 07:24:30,R_24pUl5cLR4vuKRv,,,,,38.7310028076171875,-9.137298583984375,anonymous,EN,Yes,"Other, please specify","Yes. I own my dad's old phone (i.e. he purchased a new one, and I kept his old one).",0,"Other, please specify",Secondhand - family member,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,80,,,,,,,,,Female,,25 - 34,White: Any other White background,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-21 07:23:06,2022-02-21 07:27:16,IP Address,197.237.75.235,100,249,True,2022-02-21 07:27:16,R_1LB5eLboLxWa0aB,,,,,-1.2841033935546875,36.8155059814453125,anonymous,EN,Yes,Bought outright,,580,Brand New,,Samsung (Galaxy),,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,150,,,,,,Female,,25 - 34,Black / Black British: African,Master's degree,,In part-time employment,Prefer not to say,None
2022-02-21 07:55:54,2022-02-21 07:58:53,IP Address,185.44.146.72,100,178,True,2022-02-21 07:58:53,R_1pYH4mX4gmX9UmW,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,Yes,Bought outright,,300,Brand New,,"Other, please specify",Huawei,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,50,,,Female,,25 - 34,White: Any other White background,Master's degree,,In full-time employment,"£10,000 to £19,999",1
2022-02-21 08:46:16,2022-02-21 08:48:30,IP Address,92.105.150.218,100,133,True,2022-02-21 08:48:30,R_BDn6DHkYmxhSWUV,,,,,46.19110107421875,6.1403961181640625,anonymous,EN,Yes,Bought outright,,1075,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,500,,,Female,,45 - 54,White: Any other White background,Master's degree,,In full-time employment,"£150,000 or more",1
2022-02-21 08:00:28,2022-02-21 08:48:34,IP Address,147.161.167.114,100,2885,True,2022-02-21 08:48:34,R_1HiPGVTxZSRfUar,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,Yes,Bought outright,,127,Brand New,,"Other, please specify",One plus,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,49,,,,,,,,,Female,,25 - 34,White: Irish,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-21 08:58:45,2022-02-21 09:02:15,IP Address,82.13.92.61,100,210,True,2022-02-21 09:02:16,R_2QfgdXbSkDxWJu0,,,,,51.6031036376953125,-0.183807373046875,anonymous,EN,Yes,Bought outright,,50,"Other, please specify",My daughter upgraded to an iPhone and gave me her samsung,Samsung (Galaxy),,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,51,,,,,,Female,,55 - 64,White: Any other White background,"Other, please specify",PGCE,Self employed,"£20,000 to £29,999",1
2022-02-21 09:04:21,2022-02-21 09:07:17,IP Address,176.251.4.209,100,176,True,2022-02-21 09:07:19,R_1jqCOifGRtXd3gx,,,,,51.557098388671875,-0.2971954345703125,anonymous,EN,Yes,Bought outright,,320,Brand New,,Samsung (Galaxy),,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,50,,,,,,,,,Female,,55 - 64,White: Any other White background,"Other, please specify",Professional qualification postgraduate,In part-time employment,Prefer not to say,None
2022-02-21 09:22:19,2022-02-21 09:25:00,IP Address,82.13.15.73,100,161,True,2022-02-21 09:25:00,R_3RexpOpW2urNLGJ,,,,,51.59429931640625,-0.2490997314453125,anonymous,EN,Yes,Bought outright,,201,Brand New,,Samsung (Galaxy),,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,,,,,,,52,,,Female,,55 - 64,White: Any other White background,Undergraduate degree,,In full-time employment,"£70,000 to £79,999",None
2022-02-21 11:38:45,2022-02-21 11:41:20,IP Address,82.40.194.211,100,155,True,2022-02-21 11:41:21,R_A1BjLT2JGIwuScx,,,,,52.4391021728515625,-1.50390625,anonymous,EN,Yes,Bought outright,,353,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,,,,100,,,,,,Female,,18 - 24,Asian / Asian British: Any other Asian,Master's degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-21 12:53:09,2022-02-21 13:06:49,IP Address,82.0.142.4,100,820,True,2022-02-21 13:06:49,R_3oGUZHK8Gsg4jRJ,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN,Yes,Bought on contract - fully paid,,702,Brand New,,Apple (iPhone),,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,,,,54,,,,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£40,000 to £49,999",None
2022-02-21 13:18:12,2022-02-21 13:18:33,IP Address,92.40.182.41,100,21,True,2022-02-21 13:18:34,R_1hT5zXJx25tuBTG,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 15:32:20,2022-02-21 15:34:28,IP Address,81.164.19.39,100,128,True,2022-02-21 15:34:28,R_11io3KlNfbYGvJ9,,,,,50.834503173828125,4.3860015869140625,anonymous,EN,Yes,Bought outright,,907,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,51,,,,,,,,,Non-binary / third gender,,85 or older,Mixed / Multiple ethnic groups: Black African and White,Doctoral degree,,In full-time employment,"£90,000 to £99,999",3
2022-02-21 16:04:48,2022-02-21 16:06:49,IP Address,82.25.228.229,100,120,True,2022-02-21 16:06:49,R_1LItVc4T8XR1pxX,,,,,50.3679962158203125,-4.132904052734375,anonymous,EN,Yes,Bought on contract - fully paid,,81,Secondhand - Manufacturer Refurbished (eg. Apple),,Apple (iPhone),,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,32,,,,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£10,000 to £19,999",None
2022-02-21 16:04:00,2022-02-21 16:08:58,IP Address,86.190.141.125,100,298,True,2022-02-21 16:08:59,R_10T82gkoAeSAPCy,,,,,53.3368072509765625,-1.354705810546875,anonymous,EN,Yes,Bought on contract - fully paid,,175,Brand New,,"Other, please specify",HTC,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,50,,,,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Doctoral degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-21 18:26:04,2022-02-21 18:28:39,IP Address,2.24.194.193,100,155,True,2022-02-21 18:28:39,R_12QHf9v8MVyNNrT,,,,,51.7852020263671875,0.66839599609375,anonymous,EN,Yes,Bought outright,,386,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,99,,,Female,,25 - 34,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£50,000 to £59,999",None
2022-02-22 01:50:35,2022-02-22 01:50:46,IP Address,80.43.90.79,100,10,True,2022-02-22 01:50:46,R_RrgIONwdB5f3uZX,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22 09:23:15,2022-02-22 09:28:10,IP Address,145.8.180.221,100,295,True,2022-02-22 09:28:12,R_29ndOVTkb8bWRB7,,,,,52.4835968017578125,4.685394287109375,anonymous,EN,Yes,Bought on contract - fully paid,,150,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,50,,,,,,Female,,35 - 44,White: Any other White background,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-23 00:16:29,2022-02-23 00:19:47,IP Address,62.30.116.174,100,197,True,2022-02-23 00:19:47,R_1kLzslEjr57yOyi,,,,,53.48260498046875,-1.235595703125,anonymous,EN,Yes,Bought outright,,362,Brand New,,Apple (iPhone),,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,142,,,,,,,,,Female,,18 - 24,Asian / Asian British: Indian,Undergraduate degree,,In part-time employment,"£20,000 to £29,999",None
2022-02-23 01:07:07,2022-02-23 01:09:35,IP Address,143.167.254.172,100,148,True,2022-02-23 01:09:35,R_0lktDtlS8E5WV8t,,,,,53.3553009033203125,-1.56329345703125,anonymous,EN,Yes,Bought on contract - fully paid,,699,Brand New,,Apple (iPhone),,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,,,,40,,,Male,,45 - 54,White: British / English / Northern Irish / Scottish / Welsh,Master's degree,,In full-time employment,"£40,000 to £49,999",3
2022-02-23 07:56:30,2022-02-23 08:00:12,IP Address,146.169.186.148,100,222,True,2022-02-23 08:00:13,R_3dPUzNPUx0b6uwT,,,,,51.4770050048828125,-0.1959075927734375,anonymous,EN,Yes,Bought outright,,699,Brand New,,Apple (iPhone),,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,0,Repairability is not a priority for me,,,,,,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,Not sure,None
2022-02-23 12:09:08,2022-02-23 12:12:57,IP Address,185.69.145.12,100,228,True,2022-02-23 12:12:57,R_20kb0jDqp3KGv29,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,Yes,Bought outright,,751,Brand New,,"Other, please specify","Huawei ",Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,,,,,,100,,,Female,,18 - 24,Asian / Asian British: Any other Asian,Undergraduate degree,,Not in employment,Not sure,None
2022-02-23 12:33:54,2022-02-23 12:37:10,IP Address,81.98.0.134,100,195,True,2022-02-23 12:37:10,R_3CJFO1f4FUmWc39,,,,,51.42120361328125,-0.2855072021484375,anonymous,EN,Yes,Bought outright,,177,Brand New,,Samsung (Galaxy),,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,230,,,,,,Male,,55 - 64,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£70,000 to £79,999",None
2022-02-24 03:58:01,2022-02-24 04:04:18,IP Address,145.8.180.207,100,376,True,2022-02-24 04:04:18,R_W9vYWFVsij9pCc9,,,,,52.4835968017578125,4.685394287109375,anonymous,EN,Yes,Bought outright,,281,Brand New,,"Other, please specify",Xiaomi,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,80,,,,,,,,,Female,,25 - 34,White: Any other White background,Master's degree,,In full-time employment,"£30,000 to £39,999",None
2022-02-17 03:38:34,2022-02-17 08:34:26,IP Address,146.169.145.128,13,17752,False,2022-02-24 08:34:33,R_3HC6omlG9IlcPws,,,,,,,anonymous,EN,Yes,Bought outright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24 12:05:31,2022-02-24 12:05:56,IP Address,95.149.59.1,100,25,True,2022-02-24 12:05:56,R_1mQxpEdVjnmrGDs,,,,,51.8498992919921875,0.3069000244140625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-25 02:49:41,2022-02-25 02:53:49,IP Address,84.115.214.113,100,247,True,2022-02-25 02:53:49,R_2QMQsLDdQM7jWqL,,,,,48.2154998779296875,16.3074951171875,anonymous,EN,Yes,Bought outright,,300,Brand New,,Samsung (Galaxy),,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,50,,,,,,Female,,35 - 44,White: Any other White background,Doctoral degree,,In full-time employment,"£20,000 to £29,999",2
2022-02-18 05:59:09,2022-02-18 05:59:28,IP Address,31.205.214.92,13,18,False,2022-02-25 05:59:33,R_cu8d77FUArBdV8l,,,,,,,anonymous,EN,Yes,Bought outright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 05:59:30,2022-02-18 05:59:51,IP Address,188.211.161.10,13,20,False,2022-02-25 05:59:52,R_u9RXlVraO5TSnHb,,,,,,,anonymous,EN,Yes,Bought on contract - fully paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 06:01:07,2022-02-18 06:01:17,IP Address,82.46.116.123,9,10,False,2022-02-25 06:01:19,R_1CgcR1uhlINAGCq,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 06:01:08,2022-02-18 06:01:23,IP Address,31.121.192.26,13,14,False,2022-02-25 06:01:28,R_Q6p1vssHYOFwNbP,,,,,,,anonymous,EN,Yes,Bought outright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 06:26:29,2022-02-18 06:29:38,IP Address,92.2.126.56,61,189,False,2022-02-25 06:29:40,R_1kOHZRU77eZyHA7,,,,,,,anonymous,EN,Yes,Bought outright,,1346,Brand New,,Apple (iPhone),,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,
2022-02-18 06:42:36,2022-02-18 06:43:19,IP Address,146.169.154.184,26,42,False,2022-02-25 06:43:25,R_3MsANosfaP1L8if,,,,,,,anonymous,EN,Yes,Bought on contract - fully paid,,993,Brand New,,Apple (iPhone),,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 04:19:09,2022-02-18 06:44:20,IP Address,82.0.224.17,57,8711,False,2022-02-25 06:44:22,R_ZBGJ4R8T7wH6jTj,,,,,,,anonymous,EN,Yes,Bought outright,,650,Brand New,,Apple (iPhone),,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,,,,,,,,,,,,
2022-02-18 06:55:17,2022-02-18 06:55:26,IP Address,31.121.192.26,9,8,False,2022-02-25 06:55:32,R_28Zpi6WXrpSBxJq,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 07:00:21,2022-02-18 07:00:25,IP Address,188.211.161.10,9,4,False,2022-02-25 07:00:26,R_3lzrPTwLAeWu7K3,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 07:03:41,2022-02-18 07:06:51,IP Address,188.211.161.10,26,189,False,2022-02-25 07:06:54,R_abmAJyHyIxkVtQd,,,,,,,anonymous,EN,Yes,Bought outright,,1002,Brand New,,Apple (iPhone),,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 07:08:36,2022-02-18 07:09:33,IP Address,146.169.142.60,26,56,False,2022-02-25 07:09:37,R_1geIvCoHz9SKyOM,,,,,,,anonymous,EN,Yes,Bought outright,,418,Brand New,,Apple (iPhone),,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 07:15:43,2022-02-18 07:16:25,IP Address,5.151.106.2,0,42,False,2022-02-25 07:16:28,R_BqW8OPdGd7PQQjn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 07:53:06,2022-02-18 07:55:24,IP Address,185.3.86.18,65,138,False,2022-02-25 07:55:28,R_2YKDxw9cQAmT1Zs,,,,,,,anonymous,EN,Yes,Bought outright,,710,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,0,,,,,,,,,,,,,,
2022-02-18 08:19:40,2022-02-18 08:19:45,IP Address,86.153.78.161,9,4,False,2022-02-25 08:19:50,R_29hUQOhwUkcmk6J,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 09:07:53,2022-02-18 09:08:29,IP Address,5.151.106.4,26,35,False,2022-02-25 09:08:31,R_xx9BSjUuI4abh5L,,,,,,,anonymous,EN,Yes,Bought on contract - fully paid,,604,Brand New,,"Other, please specify",OPPO,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 09:52:46,2022-02-18 09:53:22,IP Address,81.153.152.153,0,36,False,2022-02-25 09:53:23,R_ylFY48GGuqCDxzb,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 10:05:13,2022-02-18 10:14:43,IP Address,137.83.209.43,57,570,False,2022-02-25 10:14:45,R_2v2Jc9q2ygMOQHS,,,,,,,anonymous,EN,Yes,Bought outright,,405,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,
2022-02-18 15:59:21,2022-02-18 15:59:27,IP Address,148.252.128.2,9,5,False,2022-02-25 15:59:32,R_2YzV8wOHy8mMAwf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 18:11:33,2022-02-18 18:11:39,IP Address,5.151.106.0,9,5,False,2022-02-25 18:11:45,R_1lB518OaI9toJcD,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 03:34:13,2022-02-19 03:36:20,IP Address,2.98.161.200,22,126,False,2022-02-26 03:36:25,R_spWOxsy44qdhM6R,,,,,,,anonymous,EN,Yes,Bought outright,,270,Brand New,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 04:55:08,2022-02-19 04:55:17,IP Address,152.78.0.132,9,9,False,2022-02-26 04:55:19,R_2TBOzzJLgCWYSow,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 11:31:58,2022-02-19 11:32:45,IP Address,62.74.16.2,17,46,False,2022-02-26 11:32:54,R_a2T3F0OZURy241P,,,,,,,anonymous,EN,Yes,Bought on contract - fully paid,,37,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26 15:18:27,2022-02-26 15:22:18,IP Address,217.45.50.213,100,231,True,2022-02-26 15:22:19,R_3D0KxwuuFVHo6ZU,,,,,51.4468994140625,0.0509033203125,anonymous,EN,Yes,Bought outright,,126,Brand New,,"Other, please specify",Sony,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,40,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time education,"Less than £10,000",None
2022-02-20 02:38:37,2022-02-20 02:39:48,IP Address,222.154.125.134,61,71,False,2022-02-27 02:39:52,R_3RxVyXsvcvNbBBI,,,,,,,anonymous,EN,Yes,Bought outright,,779,Brand New,,Apple (iPhone),,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,
2022-02-27 03:32:44,2022-02-27 03:35:22,IP Address,37.60.108.116,100,157,True,2022-02-27 03:35:22,R_1ltPimrYZ8JGvnv,,,,,51.45660400390625,-0.9680023193359375,anonymous,EN,Yes,Bought on contract - fully paid,,795,Brand New,,Apple (iPhone),,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,,,108,,,,,,Female,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,Undergraduate degree,,In full-time employment,"£20,000 to £29,999",None
2022-02-27 04:06:57,2022-02-27 04:07:05,IP Address,31.205.108.215,100,8,True,2022-02-27 04:07:06,R_2X6GzO5v98rlweE,,,,,51.9049072265625,0.9185943603515625,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27 04:16:05,2022-02-27 04:18:07,IP Address,8.26.180.104,100,121,True,2022-02-27 04:18:08,R_1Oje9TM2NxGjx2U,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN,Yes,Bought outright,,978,Brand New,,Apple (iPhone),,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,,,,,,280,,,Male,,18 - 24,White: Any other White background,Undergraduate degree,,In full-time education,Not sure,None
2022-02-27 04:38:20,2022-02-27 04:43:18,IP Address,95.149.53.94,100,298,True,2022-02-27 04:43:19,R_2ab4XJ2UMhU7e0x,,,,,52.8191070556640625,1.380706787109375,anonymous,EN,Yes,Bought outright,,304,Brand New,,Samsung (Galaxy),,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,76,,,,,,,,,Male,,18 - 24,White: British / English / Northern Irish / Scottish / Welsh,"Further education (16+, A-Levels, BTEC, etc.)",,In full-time education,"£30,000 to £39,999",None
2022-02-27 04:53:13,2022-02-27 04:53:44,IP Address,88.98.200.239,100,31,True,2022-02-27 04:53:46,R_1mnhWcykzUfyne0,,,,,51.480499267578125,-0.0113067626953125,anonymous,EN,Yes,Bought on contract - still paying,,,,,,,,,,,,,,,,,,,,,,,,,,,,
